dba_sequence_candidate,relative_path,filename,prefix,prefix_status,predecessor,predecessor_confidence,up_export,down_export,tables_created,tables_or_objects_referenced,columns_changed,schema_operation_tags,dependency_references,destructive_operation_tags,constraint_tags,applied_status,applied_status_evidence,dba_review_status,file_sha256,size_bytes
219,backend/migrations/20260730150003-add-kolom-tabel41-to-renja-item.js,20260730150003-add-kolom-tabel41-to-renja-item.js,20260730150003,ok,20260730150002-create-renja-landasan-hukum.js,repository_lexical_order_only,True,True,,renja_item,renja_item.sumber_dana|renja_item.target_prakiraan_maju|renja_item.pagu_prakiraan_maju|renja_item.pd_penanggung_jawab,add_column|add_index|remove_column|remove_index,,remove_column|remove_index,index,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,77869d8106493ecfb9b9aa9cd086892721aad304d89ce9404390989725d64b32,2092
220,backend/migrations/20260730150004-add-text-bab6-to-renja-dokumen.js,20260730150004-add-text-bab6-to-renja-dokumen.js,20260730150004,ok,20260730150003-add-kolom-tabel41-to-renja-item.js,repository_lexical_order_only,True,True,,renja_dokumen,renja_dokumen.text_bab6,add_column|remove_column,,remove_column,,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,b7a904005e9090e16cafffa121737d260ec733c14c17b82040a34673f09e5671,856
221,backend/migrations/20260730150005-add-recall-fields-to-renja-dokumen.js,20260730150005-add-recall-fields-to-renja-dokumen.js,20260730150005,ok,20260730150004-add-text-bab6-to-renja-dokumen.js,repository_lexical_order_only,True,True,,renja_dokumen,renja_dokumen.needs_recall|renja_dokumen.recall_reason|renja_dokumen.last_recall_at,add_column|add_index|remove_column|remove_index,,remove_column|remove_index,index,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,5de8136c555be2ceb25acae1ace14fc24474076145f3db4479b36a2a28d07798,1430
222,backend/migrations/20260731090000-alter-indikator-renstra-stage-enum-add-iku-ikk.js,20260731090000-alter-indikator-renstra-stage-enum-add-iku-ikk.js,20260731090000,ok,20260730150005-add-recall-fields-to-renja-dokumen.js,repository_lexical_order_only,True,True,,,,raw_sql,,,,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,fcf27cc938fca7ff529cb0f26a3972f53b39828a49858ec46626a1cfbc57fdc1,2315
223,backend/migrations/20260731110000-add-prioritas-fields-to-renstra-program.js,20260731110000-add-prioritas-fields-to-renstra-program.js,20260731110000,ok,20260731090000-alter-indikator-renstra-stage-enum-add-iku-ikk.js,repository_lexical_order_only,True,True,,renstra_program,renstra_program.prioritas_nasional_id|renstra_program.prioritas_daerah_id|renstra_program.prioritas_kepala_daerah_id,add_column|remove_column,prioritas_daerah|prioritas_kepala_daerah|prioritas_nasional,remove_column,foreign_key_reference,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,9c05a3988c2e9908a6074c45c33b69862c30aae697efd90311dc4f40690c61fb,1754
224,backend/migrations/20260801090000-add-jumlah-desimal-tampilan-to-indikator-renstra.js,20260801090000-add-jumlah-desimal-tampilan-to-indikator-renstra.js,20260801090000,ok,20260731110000-add-prioritas-fields-to-renstra-program.js,repository_lexical_order_only,True,True,,indikator_renstra,indikator_renstra.jumlah_desimal_tampilan,add_column|remove_column,,remove_column,,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,ce347e9914669c071c528aa6f3763fdabd4b0e30bf0228e2d7ea7ff9ce887334,1066
225,backend/migrations/20260801190000-add-tanda-tangan-cap-to-pejabat-penandatangan.js,20260801190000-add-tanda-tangan-cap-to-pejabat-penandatangan.js,20260801190000,ok,20260801090000-add-jumlah-desimal-tampilan-to-indikator-renstra.js,repository_lexical_order_only,True,True,,pejabat_penandatangan,pejabat_penandatangan.tanda_tangan_url|pejabat_penandatangan.cap_dinas_url|pejabat_penandatangan.persetujuan_pemilik,add_column|remove_column,,remove_column,,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,9bdf50df2096d5c26c0efcfa46c843aae4f3df9f370ee85f91b946a227cb2f7a,1458
226,backend/migrations/20260802120000-add-needs-recall-columns.js,20260802120000-add-needs-recall-columns.js,20260802120000,ok,20260801190000-add-tanda-tangan-cap-to-pejabat-penandatangan.js,repository_lexical_order_only,True,True,,of,,,,,,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,95787d25adc1d5801bd5cb3bd14fee48399eccdff866b1ed5e9b7cf2d1438b70,2390
227,backend/migrations/20260802140000-add-needs-recall-to-renstra-opd.js,20260802140000-add-needs-recall-to-renstra-opd.js,20260802140000,ok,20260802120000-add-needs-recall-columns.js,repository_lexical_order_only,True,True,,,,,,,,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,736810a092284babc7646e957d60207677407a2609ddc09dc8a45555818fe64f,2121
228,backend/migrations/20260802150000-add-needs-recall-to-lk-snapshots.js,20260802150000-add-needs-recall-to-lk-snapshots.js,20260802150000,ok,20260802140000-add-needs-recall-to-renstra-opd.js,repository_lexical_order_only,True,True,,of,,,,,,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,054cd16aa48cb379940b38605a357087edcf38fcd49bd9b5b7f178a44a08073f,2370
229,backend/migrations/20260802160000-add-needs-recall-to-mr-planning-risk.js,20260802160000-add-needs-recall-to-mr-planning-risk.js,20260802160000,ok,20260802150000-add-needs-recall-to-lk-snapshots.js,repository_lexical_order_only,True,True,,,,,,,,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,fe645615bae46bf14aabbf4bca708ae755cb6bca44aa015e76c7cd3ede5f1a30,1992
230,backend/migrations/20260805100000-create-prosnp-foundation.js,20260805100000-create-prosnp-foundation.js,20260805100000,ok,20260802160000-add-needs-recall-to-mr-planning-risk.js,repository_lexical_order_only,True,True,prosnp_periode|prosnp_indikator|prosnp_pengisian|prosnp_bukti_dukung|prosnp_bukti_indikator|prosnp_pemeriksaan|prosnp_riwayat_status|prosnp_arsip,prosnp_periode|prosnp_indikator|prosnp_pengisian|prosnp_bukti_dukung|prosnp_bukti_indikator|prosnp_pemeriksaan|prosnp_riwayat_status|prosnp_arsip|of,,add_index|create_table,perangkat_daerah|prosnp_bukti_dukung|prosnp_indikator|prosnp_pengisian|prosnp_periode|renja_dukungan_prosn_tematik|renja_pro_sn_master,,foreign_key_reference|index|unique,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,5ff6e14aeaac1904d1089fd9d547901a5dc11f45f59577a49348d5556488274b,14291
231,backend/migrations/20260806120000-create-prosnp-kategori-referensi.js,20260806120000-create-prosnp-kategori-referensi.js,20260806120000,ok,20260805100000-create-prosnp-foundation.js,repository_lexical_order_only,True,True,prosnp_kategori_referensi,prosnp_kategori_referensi,,add_index|create_table|drop_table,,drop_table,index|unique,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,45fc712fa9d2cc23a6e04cd02aee4837c6b9b12f1564b2118e905b060d4ba4c1,1620
232,backend/migrations/20260806120100-add-kategori-hambatan-tindak-lanjut-ke-prosnp-pengisian.js,20260806120100-add-kategori-hambatan-tindak-lanjut-ke-prosnp-pengisian.js,20260806120100,ok,20260806120000-create-prosnp-kategori-referensi.js,repository_lexical_order_only,True,True,,prosnp_pengisian,prosnp_pengisian.hambatan_kategori_id|prosnp_pengisian.tindak_lanjut_kategori_id,add_column|remove_column,prosnp_kategori_referensi,remove_column,foreign_key_reference,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,6680142c69dabda74dbdb7ec4d66bf361645939bedacceb8de47296d689f552e,852
233,backend/migrations/20260807010000-prosn-redesign-master-nomenklatur-dan-status.js,20260807010000-prosn-redesign-master-nomenklatur-dan-status.js,20260807010000,ok,20260806120100-add-kategori-hambatan-tindak-lanjut-ke-prosnp-pengisian.js,repository_lexical_order_only,True,True,prosnp_master_indikator|prosnp_komoditas|prosnp_nomenklatur_mapping,prosnp_master_indikator|prosnp_komoditas|prosnp_nomenklatur_mapping|prosnp_indikator|prosnp_periode|prosnp_pengisian|prosnp_bukti_dukung,prosnp_indikator.master_indikator_id|prosnp_indikator.bobot_maksimal|prosnp_periode.tanggal_cutoff|prosnp_periode.tenggat_internal|prosnp_periode.tenggat_pelaporan|prosnp_pengisian.skor_indikatif_internal|prosnp_pengisian.skor_alasan|prosnp_pengisian.skor_detail|prosnp_pengisian.skor_dihitung_at|prosnp_pengisian.legacy_status|prosnp_pengisian.legacy_data_form|prosnp_bukti_dukung.kategori|prosnp_bukti_dukung.status_verifikasi|prosnp_bukti_dukung.nomor_dokumen|prosnp_bukti_dukung.tanggal_dokumen|prosnp_bukti_dukung.sumber|prosnp_bukti_dukung.catatan_pemeriksa|prosnp_bukti_dukung.diperiksa_oleh|prosnp_bukti_dukung.diperiksa_at|prosnp_indikator.tipe_form|prosnp_periode.status|prosnp_pengisian.status,add_column|add_index|change_column|create_table|drop_table|remove_column,master_sub_kegiatan|prosnp_master_indikator|users,drop_table|remove_column,foreign_key_reference|index|unique,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,1c844e007568ab1cbe1a4a22a2d1f2ed72afab6e88f86a24ead0811582a54b43,13356
234,backend/migrations/20260807010100-prosn-redesign-b11-b12-register-tables.js,20260807010100-prosn-redesign-b11-b12-register-tables.js,20260807010100,ok,20260807010000-prosn-redesign-master-nomenklatur-dan-status.js,repository_lexical_order_only,True,True,prosnp_surat_penugasan|prosnp_surat_penugasan_dukungan|prosnp_rapat_forkopimda,prosnp_surat_penugasan|prosnp_surat_penugasan_dukungan|prosnp_rapat_forkopimda,,add_index|create_table|drop_table,perangkat_daerah|prosnp_indikator|prosnp_pengisian|prosnp_periode|prosnp_surat_penugasan|tenants|users,drop_table,foreign_key_reference|index,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,0717d2221a5ad7402a3eb5603ee1a66e87b976d9ce2bdeb46a5532536af818b5,7872
235,backend/migrations/20260807010200-prosn-redesign-b13-neraca-cadangan-pangan.js,20260807010200-prosn-redesign-b13-neraca-cadangan-pangan.js,20260807010200,ok,20260807010100-prosn-redesign-b11-b12-register-tables.js,repository_lexical_order_only,True,True,prosnp_cadangan_target|prosnp_stok_transaksi,prosnp_cadangan_target|prosnp_stok_transaksi,,add_index|create_table|drop_table,prosnp_indikator|prosnp_komoditas|prosnp_pengisian|prosnp_periode|tenants|users,drop_table,foreign_key_reference|index,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,6e765e64289f295242bd358e03ed2456cb281fa6604c1e9cae85692e5929aac0,5343
236,backend/migrations/20260807010300-prosn-redesign-b14-inovasi-perkada.js,20260807010300-prosn-redesign-b14-inovasi-perkada.js,20260807010300,ok,20260807010200-prosn-redesign-b13-neraca-cadangan-pangan.js,repository_lexical_order_only,True,True,prosnp_inovasi,prosnp_inovasi,,add_index|create_table|drop_table,prosnp_indikator|prosnp_pengisian|prosnp_periode|tenants|users,drop_table,foreign_key_reference|index,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,72ed05f6c471c0f442b91546039dd1f89cd9f05db625bbf7fc8d9ffe427234fb,3805
237,backend/migrations/20260807100000-prosn-evidence-binding-per-record.js,20260807100000-prosn-evidence-binding-per-record.js,20260807100000,ok,20260807010300-prosn-redesign-b14-inovasi-perkada.js,repository_lexical_order_only,True,True,,prosnp_bukti_indikator|berlapis|prosnp_pengisian,prosnp_bukti_indikator.pengisian_id|prosnp_bukti_indikator.entity_type|prosnp_bukti_indikator.entity_id,add_column|add_index|raw_sql|remove_column|remove_index,prosnp_pengisian,remove_column|remove_index,foreign_key_reference|index,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,362a4efe75559904840cc7328f92e96bffe699f5521551ade65592f1147be08b,3073
238,backend/migrations/20260807100100-prosn-b13-rekonsiliasi-semester.js,20260807100100-prosn-b13-rekonsiliasi-semester.js,20260807100100,ok,20260807100000-prosn-evidence-binding-per-record.js,repository_lexical_order_only,True,True,,prosnp_stok_transaksi|prosnp_pengisian,prosnp_stok_transaksi.source_transaction_id|prosnp_stok_transaksi.is_carry_forward|prosnp_pengisian.rekonsiliasi_status|prosnp_pengisian.rekonsiliasi_selisih|prosnp_pengisian.rekonsiliasi_alasan|prosnp_pengisian.rekonsiliasi_diperiksa_at,add_column|remove_column,prosnp_stok_transaksi,remove_column,foreign_key_reference,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,6a0f1005964c54e4fc89ea069cd3b9842be644ef37b77d872c089ac5e2911358,2543
239,backend/migrations/20260807100200-prosn-tambah-kategori-bukti-gate.js,20260807100200-prosn-tambah-kategori-bukti-gate.js,20260807100200,ok,20260807100100-prosn-b13-rekonsiliasi-semester.js,repository_lexical_order_only,True,True,,prosnp_bukti_dukung,prosnp_bukti_dukung.kategori,change_column,,,,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,f54d8ccee6f44c775086c5100ff2cfc6ae09b39b92900b40164cc3934db70735,1255
240,backend/migrations/20260807110000-prosn-b13-dpa-source-mapping.js,20260807110000-prosn-b13-dpa-source-mapping.js,20260807110000,ok,20260807100200-prosn-tambah-kategori-bukti-gate.js,repository_lexical_order_only,True,True,,prosnp_cadangan_target,prosnp_cadangan_target.source_type|prosnp_cadangan_target.source_tahun|prosnp_cadangan_target.source_opd_id|prosnp_cadangan_target.source_sub_kegiatan_id|prosnp_cadangan_target.source_dpa_id|prosnp_cadangan_target.source_pagu_dpa|prosnp_cadangan_target.source_realisasi|prosnp_cadangan_target.source_snapshot_at|prosnp_cadangan_target.source_trace|prosnp_cadangan_target.manual_override_alasan,add_column,dpa|master_sub_kegiatan|opd_penanggung_jawab,,foreign_key_reference,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,2a2eb762e506bbe4f4068dbe8f75426d594c41c355d30f72c978e679991aa520,2884
241,backend/migrations/20260807111000-prosn-indicator-foundation-master-dan-ownership.js,20260807111000-prosn-indicator-foundation-master-dan-ownership.js,20260807111000,ok,20260807110000-prosn-b13-dpa-source-mapping.js,repository_lexical_order_only,True,True,prosnp_indikator_kontributor,prosnp_indikator_kontributor|prosnp_master_indikator|prosnp_indikator|prosnp_periode,prosnp_master_indikator.kelompok_tematik|prosnp_master_indikator.default_responsible_opd_id|prosnp_master_indikator.evidence_requirement_provenance|prosnp_indikator.responsible_opd_id|prosnp_indikator.data_owner_opd_id|prosnp_indikator.evidence_coordinator_user_id|prosnp_master_indikator.tipe_form|prosnp_indikator.tipe_form,add_column|add_index|change_column|create_table|drop_table|raw_sql|remove_column,perangkat_daerah|prosnp_indikator|tenants|users,drop_table|remove_column,foreign_key_reference|index|unique,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,437b7032f02f7ca7b4aef539adb6690b1558f6809e21c167b5f4b27cb92c1a52,6580
242,backend/migrations/20260807112000-prosn-inovasi-relevansi-umum.js,20260807112000-prosn-inovasi-relevansi-umum.js,20260807112000,ok,20260807111000-prosn-indicator-foundation-master-dan-ownership.js,repository_lexical_order_only,True,True,,prosnp_inovasi,prosnp_inovasi.relevansi_umum,add_column|remove_column,,remove_column,,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,8d3ffc58ed5640ed3123adebcc6db2dd5d57d9310383d3d7cca5dc1cfbe07b5d,795
243,backend/migrations/20260807113000-prosn-mbg-register-satgas-sarpras-laporan.js,20260807113000-prosn-mbg-register-satgas-sarpras-laporan.js,20260807113000,ok,20260807112000-prosn-inovasi-relevansi-umum.js,repository_lexical_order_only,True,True,prosnp_satgas_mbg|prosnp_sarpras_komponen_mbg|prosnp_laporan_satgas_mbg,prosnp_satgas_mbg|prosnp_sarpras_komponen_mbg|prosnp_laporan_satgas_mbg,,add_index|create_table|drop_table,prosnp_indikator|prosnp_pengisian|prosnp_periode|tenants|users,drop_table,foreign_key_reference|index|unique,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,682997dfc914ae867b2e8190a560c84da9ecbe33922b52a4434bdb98ec66192c,5332
244,backend/migrations/20260807114000-prosn-mbg-pengisian-metadata-dan-enum.js,20260807114000-prosn-mbg-pengisian-metadata-dan-enum.js,20260807114000,ok,20260807113000-prosn-mbg-register-satgas-sarpras-laporan.js,repository_lexical_order_only,True,True,,prosnp_pengisian|prosnp_bukti_dukung|prosnp_bukti_indikator,prosnp_pengisian.sumber_data_tanggal_posisi|prosnp_pengisian.sumber_data_referensi_dokumen|prosnp_bukti_dukung.kategori|prosnp_bukti_indikator.entity_type,add_column|change_column|remove_column,,remove_column,,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,7ff2a77c14491a1d872d41da090831ab02dc34e70a0a05039eeaf279320b22a6,3060
245,backend/migrations/20260807120001-reconcile-renja-approval-status-authoritative.js,20260807120001-reconcile-renja-approval-status-authoritative.js,20260807120001,ok,20260807114000-prosn-mbg-pengisian-metadata-dan-enum.js,repository_lexical_order_only,True,True,,renja,,raw_sql,,,,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,0c7e3cc8800cd254641f839b549e814c905664069d69d6305480adaab78f3c6a,6415
246,backend/migrations/20260807120002-reconcile-renja-dokumen-workflow-status-authoritative.js,20260807120002-reconcile-renja-dokumen-workflow-status-authoritative.js,20260807120002,ok,20260807120001-reconcile-renja-approval-status-authoritative.js,repository_lexical_order_only,True,True,,renja_dokumen,,raw_sql,,,,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,47bc5bcd6ed87ad3b936a8b3fe45939926fd1694a2c04393e226406027fecc68,4014
247,backend/migrations/20260808090001-add-rpjmd-approval-status.js,20260808090001-add-rpjmd-approval-status.js,20260808090001,ok,20260807120002-reconcile-renja-dokumen-workflow-status-authoritative.js,repository_lexical_order_only,True,True,,rpjmd,rpjmd.approval_status,add_column|remove_column,,remove_column,,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,d2e79e84595720f875f83d6333d68eacd64925f095ad80e524951b7be20d9b02,2449
248,backend/migrations/20260808100000-prosn-autofill-evidence-cache-dan-provenance.js,20260808100000-prosn-autofill-evidence-cache-dan-provenance.js,20260808100000,ok,20260808090001-add-rpjmd-approval-status.js,repository_lexical_order_only,True,True,,prosnp_bukti_dukung|prosnp_surat_penugasan|prosnp_rapat_forkopimda|prosnp_cadangan_target|prosnp_inovasi,prosnp_bukti_dukung.extracted_text_cache|prosnp_bukti_dukung.extracted_at|prosnp_bukti_dukung.extraction_method|prosnp_bukti_dukung.klasifikasi_meta|prosnp_surat_penugasan.provenance|prosnp_rapat_forkopimda.provenance|prosnp_cadangan_target.provenance|prosnp_inovasi.provenance,add_column|remove_column,,remove_column,,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,10b9e2e7ad5cde4a5ca4fd8a8b01005c36dc203d16067e50b28be3b4d0ab9c94,2483
249,backend/migrations/20260808100100-prosn-master-indikator-renstra-mapping.js,20260808100100-prosn-master-indikator-renstra-mapping.js,20260808100100,ok,20260808100000-prosn-autofill-evidence-cache-dan-provenance.js,repository_lexical_order_only,True,True,,prosnp_master_indikator,prosnp_master_indikator.indikator_renstra_id,add_column|add_index|remove_column|remove_index,,remove_column|remove_index,index,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,f1e94a4ec8bb165321b7aa006220d2998009c10fab4105cfaf37c3b23c9c7eae,1062
250,backend/migrations/20260808100200-prosnp-bukti-indikator-longgarkan-unique-index-multi-entity.js,20260808100200-prosnp-bukti-indikator-longgarkan-unique-index-multi-entity.js,20260808100200,ok,20260808100100-prosn-master-indikator-renstra-mapping.js,repository_lexical_order_only,True,True,,prosnp_bukti_indikator,,add_index|remove_index,,remove_index,index|unique,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,44bb5ba0e74b6b34c2269b432aa63812dbc165accac907d84447b4bd4cf76a07,1732
251,backend/migrations/20260809100000-prosnp-bukti-indikator-index-staging-lock.js,20260809100000-prosnp-bukti-indikator-index-staging-lock.js,20260809100000,ok,20260808100200-prosnp-bukti-indikator-longgarkan-unique-index-multi-entity.js,repository_lexical_order_only,True,True,,prosnp_bukti_indikator,,add_index|remove_index,,remove_index,index,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,6506392583d03d0ab1b8eaa37e3dc401fb8fa6bd0ee2b654d2d719d11c44682d,1492
252,backend/migrations/20260809100001-account-registry-table.js,20260809100001-account-registry-table.js,20260809100001,ok,20260809100000-prosnp-bukti-indikator-index-staging-lock.js,repository_lexical_order_only,True,True,account_registry,account_registry|record|CURRENT_TIMESTAMP,,add_index|create_table|drop_table|raw_sql,users,drop_table,foreign_key_reference|index|unique,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,5a33122dbfa738a380ef44a1c86de8d1deb3926b02f6491b9d71eb4491c73eb1,6635
253,backend/migrations/20260809100002-account-registry-composite-unique.js,20260809100002-account-registry-composite-unique.js,20260809100002,ok,20260809100001-account-registry-table.js,repository_lexical_order_only,True,True,,account_registry,,add_index|remove_index,,remove_index,index|unique,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,27debe2073eefce976f6c0331de531683d3df3c1cdda921d2f2b85f7aacb70e6,1139
254,backend/migrations/20260809100003-account-registry-platform-category.js,20260809100003-account-registry-platform-category.js,20260809100003,ok,20260809100002-account-registry-composite-unique.js,repository_lexical_order_only,True,True,,account_registry,account_registry.platform_category|account_registry.credential_type|account_registry.last_login|account_registry.last_activity,add_column|add_index|remove_column|remove_index,,remove_column|remove_index,index,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,6dc1e43e25264a7921b8729187a0d32d05721fdb5d012f56aa82ab5f80dcc669,1936
255,backend/migrations/20260810120000-prosn-cadangan-target-nullable-keputusan.js,20260810120000-prosn-cadangan-target-nullable-keputusan.js,20260810120000,ok,20260809100003-account-registry-platform-category.js,repository_lexical_order_only,True,True,,prosnp_cadangan_target,prosnp_cadangan_target.nomor_keputusan|prosnp_cadangan_target.tanggal_keputusan,change_column,,,,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,0333af8229b6bc2122db9c19171a156e8c81289899126fa1ba52ac077c169262,1446
256,backend/migrations/20260810130000-food-ops-create-document.js,20260810130000-food-ops-create-document.js,20260810130000,ok,20260810120000-prosn-cadangan-target-nullable-keputusan.js,repository_lexical_order_only,True,True,food_ops_document,food_ops_document,,add_index|create_table|drop_table,food_ops_document|tenants|users,drop_table,foreign_key_reference|index,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,0a08396462003f81ddc2c28fa9db93683e3200cb3335f93c58bf4b0a92a6831e,4257
257,backend/migrations/20260810130100-food-ops-create-regulation-meta.js,20260810130100-food-ops-create-regulation-meta.js,20260810130100,ok,20260810130000-food-ops-create-document.js,repository_lexical_order_only,True,True,food_ops_regulation_meta,food_ops_regulation_meta,,add_index|create_table|drop_table,food_ops_document|tenants|users,drop_table,foreign_key_reference|index|unique,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,2ea3ecf4db3ce37eb75e869f990c2ad297b170ff4399d162cbebafee997ec60a,3148
258,backend/migrations/20260810130200-food-ops-create-document-link.js,20260810130200-food-ops-create-document-link.js,20260810130200,ok,20260810130100-food-ops-create-regulation-meta.js,repository_lexical_order_only,True,True,food_ops_document_link,food_ops_document_link,,add_index|create_table|drop_table,food_ops_document|tenants|users,drop_table,foreign_key_reference|index,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,0b1142f7354b315ba6b2378784e831aee3417a734e1f9fd87aabf8438278151a,2249
259,backend/migrations/20260810130300-food-ops-create-event.js,20260810130300-food-ops-create-event.js,20260810130300,ok,20260810130200-food-ops-create-document-link.js,repository_lexical_order_only,True,True,food_ops_event,food_ops_event,,add_index|create_table|drop_table,tenants|users,drop_table,foreign_key_reference|index,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,dc4e89ef6456f7d12dd7ef26d3b3dd39daeebd3b40d0dc4d7d3e5964103ad40e,2725
260,backend/migrations/20260811090000-food-ops-prosn-evidence-binding-adapter.js,20260811090000-food-ops-prosn-evidence-binding-adapter.js,20260811090000,ok,20260810130300-food-ops-create-event.js,repository_lexical_order_only,True,True,,prosnp_bukti_dukung,prosnp_bukti_dukung.food_ops_document_id,add_column|add_index|remove_column|remove_index,food_ops_document,remove_column|remove_index,foreign_key_reference|index,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,bbf1673fbdb24c190e45a8b728b953ca465f27d03b10f5e3d2e55998a5d78e3a,1253
261,backend/migrations/20260811090100-food-ops-document-link-unique-guard.js,20260811090100-food-ops-document-link-unique-guard.js,20260811090100,ok,20260811090000-food-ops-prosn-evidence-binding-adapter.js,repository_lexical_order_only,True,True,,food_ops_document_link,,add_index|remove_index,,remove_index,index|unique,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,a22d5838d9075969c000f7d171a49f83014e362202889ed512fea91d7b590748,965
262,backend/migrations/20260813090000-prosn-sumber-data-is-auto.js,20260813090000-prosn-sumber-data-is-auto.js,20260813090000,ok,20260811090100-food-ops-document-link-unique-guard.js,repository_lexical_order_only,True,True,,prosnp_pengisian,prosnp_pengisian.sumber_data_is_auto,add_column|remove_column,,remove_column,,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,b0d91f0b63bf9c95c6cf548a2d600a6b06e1ac6ddcdaed2ae053cb3781fed702,2453
263,backend/migrations/20260826130000-add-renja-perubahan-item-fields.js,20260826130000-add-renja-perubahan-item-fields.js,20260826130000,ok,20260813090000-prosn-sumber-data-is-auto.js,repository_lexical_order_only,True,True,,renja_item,renja_item.pagu_sebelum|renja_item.pagu_setelah|renja_item.pagu_delta|renja_item.jenis_perubahan|renja_item.alasan_perubahan,add_column|remove_column,,remove_column,,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,c9d0a3c2d22503538710ef273feea54b767aa1ad0b4130355c8101bb55e42211,1639
264,backend/migrations/20260828190000-create-renja-target-group-mapping.js,20260828190000-create-renja-target-group-mapping.js,20260828190000,ok,20260826130000-add-renja-perubahan-item-fields.js,repository_lexical_order_only,True,True,renja_target_group_mapping,renja_target_group_mapping,,add_index|create_table|drop_table|remove_index,,drop_table|remove_index,index|unique,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,70d2daeef07b752e04eea9bb72942d14a779122c33dc1d8e4f77070870a5dd5b,2726
